,Symbols,Avg_50,Avg_200,Week_52_High,Week_52_Low,Vol_Avg_10_Day,Vol_Avg_3_Months,Held_By_Institusion
4057,RNW,8.71,9.58,14.08,7.23,639.99k,1.06M,64.60%
4058,RETO,1.1845,1.0866,3.6600,0.6700,1.89M,2.19M,3.80%
4059,RDIB,28.04,24.44,37.93,18.44,1.29k,7.51k,7.95%
4060,REAX,3.1009,2.2219,4.3500,0.7820,276.11k,266.06k,10.42%
4061,RNWK,1.2410,2.1614,6.6600,0.9100,385.03k,315.57k,27.09%
4062,REAL,13.48,16.44,30.22,9.75,2.85M,3.01M,101.22%
4063,RETA,72.26,102.73,153.41,25.02,800.34k,728.6k,81.23%
4064,RCON,1.9238,4.5150,17.5000,1.3400,430.77k,969.36k,1.95%
4065,RCRT,3.0001,5.5565,11.8250,2.4650,191.72k,318.73k,6.29%
4066,RCAT,2.3717,3.0611,7.7500,1.7800,5.06M,1.77M,1.56%
4067,RRBI,53.30,52.80,65.07,46.10,7.24k,8.04k,17.79%
4068,RRR,51.07,44.46,58.74,23.04,751.84k,927.79k,93.30%
4069,REDE,,,,,,,
4070,REED,0.4940,0.7834,1.6800,0.3400,512.28k,723.59k,40.72%
4071,REG,72.72,66.66,78.07,43.49,813.04k,846.58k,104.54%
4072,REGN,631.00,575.47,686.62,441.00,751.68k,782.41k,87.02%
4073,REIS,,,,,,,
4074,RLAY,31.88,32.90,64.37,25.72,596.08k,803.33k,92.44%
4075,RBNC,34.37,30.29,36.36,17.79,33.75k,43.97k,40.49%
4076,RLMD,21.43,28.22,40.00,16.34,270.75k,147.17k,57.28%
4077,MARK,1.4080,1.5358,6.7000,0.7500,2.63M,18.84M,20.57%
4078,RNST,37.97,38.90,46.97,32.06,360.46k,232.2k,82.42%
4079,RPHM,7.50,8.96,17.18,5.95,84.2k,48.69k,56.93%
4080,RNVAZ,,,,,,,
4081,RCII,48.89,55.80,67.76,36.99,1.08M,844.49k,77.29%
4082,RPAY,18.84,22.24,27.66,15.57,451.52k,632.58k,94.12%
4083,RGEN,270.67,237.78,327.32,162.29,341.37k,377.71k,85.69%
4084,RPRXD,,,,,,,
4085,RBCAA,53.76,49.11,57.62,35.48,27.24k,22.38k,32.46%
4086,FRBK,3.4348,3.6248,4.6100,2.7300,156.41k,188.96k,66.51%
4087,RACB,9.83,10.06,11.33,9.66,1.24k,19.67k,91.32%
4088,RSSS,2.4188,2.4978,3.2600,1.8700,41.27k,40.05k,40.31%
4089,RESN,2.1174,2.8644,8.3300,1.6900,1.09M,780.5k,24.59%
4090,RGP,17.73,15.60,19.44,11.49,140.19k,177.01k,77.07%
4091,RSTO,,,,,,,
4092,SALE,,,,,,,
4093,RTRSY,,,,,,,
4094,RCACU,9.93,9.93,10.09,9.86,726.32k,726.32k,N/A
4095,RVPH,3.4814,4.2900,9.6100,2.6100,126.29k,68.04k,19.81%
4096,REVH,9.76,9.77,10.70,9.50,13.52k,51.99k,96.41%
4097,RVMD,28.31,31.49,56.18,21.78,482.8k,451.85k,99.30%
4098,REYN,29.43,29.38,32.19,26.50,554.36k,389.93k,28.22%
4099,RHIE,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4100,RIBX,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4101,RIBT,0.4700,0.7937,1.8300,0.3200,705.99k,703.23k,35.94%
4102,RELL,11.60,9.11,13.94,4.57,135.75k,105.72k,55.20%
4103,RNOW,,,,,,,
4104,RMNI,7.29,7.98,11.52,4.45,451.71k,770.21k,68.12%
4105,RIOT,30.67,33.59,79.50,15.35,10.05M,14.98M,30.05%
4106,RCBK,,,,,,,
4107,RSTN,1.4059,2.2465,4.5000,0.3900,18.71k,3.87k,7.27%
4108,RVACU,9.98,9.95,11.01,9.80,3.17k,26.47k,N/A
4109,RIVE,13.75,11.95,16.04,8.26,15.1k,11.47k,43.36%
4110,BURKX,,,,,,,
4111,RMGN,,,,,,,
4112,HOOD,28.27,37.02,85.00,16.68,15.27M,11.07M,68.29%
4113,FUEL,,,,,,,
4114,RCKT,27.02,36.38,67.48,20.92,793.9k,432.84k,100.11%
4115,RMTI,0.4670,0.7312,1.9800,0.3400,997.01k,1.24M,35.96%
4116,RCKY,41.49,49.71,69.00,27.71,58.65k,56.17k,76.42%
4117,RWAV,,,,,,,
4118,ROIV,8.71,9.39,16.76,5.80,1.7M,813.11k,36.06%
4119,MYRS,,,,,,,
4120,ROSE,9.90,9.90,10.00,9.77,6.04k,42.04k,N/A
4121,ROST,112.76,118.86,134.22,103.62,1.64M,1.93M,88.70%
4122,ROCG,9.88,9.86,10.02,9.77,10.48k,28.42k,9.09%
4123,ROCR,9.94,9.88,10.10,9.61,7k,25.95k,12.88%
4124,RGID,,,,,,,
4125,RGLD,101.99,110.03,129.69,92.01,490.89k,451.27k,82.15%
4126,RTWI,,,,,,,
4127,RUE,,,,,,,
4128,RWAY,12.97,12.97,14.05,11.84,190.28k,256.25k,N/A
4129,RUSHB,52.79,45.61,57.40,36.20,22.89k,14.8k,41.00%
4130,SCTR,,,,,,,
4131,RUTH,18.94,21.50,28.73,15.95,372.2k,361.88k,84.50%
4132,RXST,11.75,12.74,19.67,9.18,66.17k,68.47k,29.94%
4133,RCM,24.27,23.00,31.28,18.71,945.4k,932.22k,93.26%
4134,RAPT,33.91,29.54,43.26,14.89,428.89k,256.9k,89.76%
4135,ROLL,214.21,209.04,250.52,160.51,137.57k,143.29k,104.64%
4136,RICK,68.90,68.03,81.65,35.00,52.55k,47.51k,51.76%
4137,REE,4.15,7.62,16.66,3.40,2.36M,1.29M,6.54%
4138,RFIL,7.39,7.57,9.63,4.78,48.09k,20.62k,30.92%
4139,RGCO,22.25,23.10,26.02,21.32,13.68k,9.02k,40.74%
4140,RMGC,9.76,9.77,10.09,9.58,3.16k,78.18k,64.10%
4141,RRM,,,,,,,
4142,RXRA,9.77,9.76,9.99,9.67,20.3k,46.79k,N/A
4143,RDNT,29.68,28.95,38.84,17.68,344.78k,246.87k,68.07%
4144,RDCMD,,,,,,,
4145,RADI,16.93,15.85,18.79,10.62,571.35k,904.48k,92.35%
4146,RADN,,,,,,,
4147,RNDC,,,,,,,
4148,RAMEW,,,,,,,
4149,METC,13.03,8.75,19.99,2.76,324.18k,484.11k,65.08%
4150,RMBS,26.18,22.84,29.89,17.44,875.35k,847.63k,90.53%
4151,RAND,16.37,17.28,26.98,14.06,790,1.17k,1.58%
4152,RNDB,24.06,21.71,27.40,17.68,5.59k,6.94k,44.43%
4153,RANI,23.83,20.55,36.27,9.24,62.54k,67.98k,0.87%
4154,RPD,124.93,105.43,145.00,72.02,377.95k,398.08k,106.61%
4155,RMMCX,,,,,,,
4156,RAVN,57.79,50.69,59.60,30.69,306.49k,177.49k,85.78%
4157,RSLS,2.2342,3.1140,10.7700,1.3800,420.32k,1.38M,4.62%
4158,RWLK,1.3528,1.6151,6.0000,1.1600,1.31M,5.59M,9.50%
4159,RDI,4.5554,5.4648,7.6400,3.8600,77.76k,38.88k,46.73%
4160,RGF,7.93,7.93,12.75,4.56,192.47k,240.86k,N/A
4161,RNWKD,,,,,,,
4162,RCHG,9.90,9.86,10.69,9.27,30.09k,22.1k,76.92%
4163,REPH,1.6636,2.1791,5.2900,1.3800,323.75k,325.15k,70.83%
4164,RXRX,18.64,25.39,42.81,15.25,2.94M,1.58M,69.32%
4165,RRGB,18.44,26.94,41.34,14.36,294.16k,318.4k,96.18%
4166,RDVT,36.35,26.94,42.47,17.68,68.54k,38.3k,43.26%
4167,RDBX,11.59,10.36,27.22,7.25,417.39k,1.1M,132.34%
4168,RDFN,44.49,54.21,98.44,36.79,974.44k,1.04M,91.01%
4169,RGC,23.67,20.23,59.00,6.00,20.69k,44.74k,N/A
4170,RGLS,0.4014,0.8078,2.3200,0.3200,1.15M,2.13M,37.67%
4171,RTPY,9.96,9.91,10.30,9.61,1.3M,1.06M,N/A
4172,REKR,8.83,11.68,25.38,5.72,623.69k,1.07M,41.69%
4173,RELI,2.8064,3.2063,9.0700,1.8340,17.25M,3.28M,8.31%
4174,RELV,4.0124,3.9821,8.4000,1.5000,240,300,0.00%
4175,RELY,26.28,29.82,53.65,17.10,701.81k,686.63k,N/A
4176,RNGY,,,,,,,
4177,REGI,50.70,56.55,117.00,40.27,804.31k,759.46k,98.25%
4178,RENO,1.0020,1.3162,4.0300,0.6500,199.1k,455.1k,6.07%
4179,RNXT,5.99,6.63,16.74,4.67,226.4k,2.76M,N/A
4180,RENT,13.31,13.31,19.68,7.69,1.21M,1.16M,N/A
4181,RPTX,23.82,29.55,46.44,18.38,120.55k,250.53k,79.17%
4182,REPL,29.88,32.23,46.64,24.85,329.89k,233.7k,94.33%
4183,KRMD,3.1366,3.4432,6.0700,2.3000,139.38k,169.05k,59.74%
4184,RUTX,,,,,,,
4185,REFR,2.0834,2.3510,5.6600,1.6500,116.45k,76.11k,10.60%
4186,RSVR,8.33,9.11,11.58,6.84,100.93k,98.59k,39.11%
4187,RECN,,,,,,,
4188,HAIR,,,,,,,
4189,ROIC,18.43,17.76,19.74,12.79,1.09M,1.06M,97.47%
4190,RTRX,,,,,,,
4191,RVNC,14.95,24.87,33.83,12.34,501.03k,1.35M,88.92%
4192,RAAC,,,,,,,
4193,DINED,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4194,RZLT,5.5414,8.2678,17.4700,4.0100,79.73k,83.88k,31.32%
4195,RBKB,10.76,10.67,13.10,8.50,2.37k,2.71k,15.14%
4196,RYTM,11.14,16.10,43.26,8.44,498.96k,357.23k,97.82%
4197,RBBN,5.88,6.85,11.25,5.11,439.12k,332.31k,67.64%
4198,RMBI,16.05,15.05,16.71,12.55,7.07k,6.79k,28.67%
4199,RIGL,2.9098,3.5838,5.5000,2.3000,1.63M,1.48M,83.64%
4200,GPIAW,,,,,,,
4201,RITTD,,,,,,,
4202,XMPLX,,,,,,,
4203,RVAC,9.73,9.73,9.76,9.69,20.4k,71.33k,N/A
4204,RVSB,7.66,7.22,8.22,5.03,37.29k,35.44k,68.61%
4205,RIVN,115.55,115.55,179.47,88.40,14.53M,28.04M,N/A
4206,BURJX,,,,,,,
4207,RESC,,,,,,,
4208,ROAC,,,,,,,
4209,RKLB,13.71,12.05,21.34,9.50,3.4M,4.01M,27.46%
4210,RMTIW,,,,,,,
4211,RMCF,8.70,7.44,10.36,4.02,7.33k,16.29k,32.81%
4212,EVRWQ,,,,,,,
4213,ROKU,256.76,333.53,490.76,190.23,5.48M,5M,69.64%
4214,DBDR,10.16,10.10,10.75,9.52,287.32k,241.77k,96.47%
4215,ROOT,4.1846,7.5164,25.6300,2.8400,4.89M,5.85M,55.34%
4216,RCLF,9.81,9.73,9.99,9.61,31.55k,133.91k,6.67%
4217,ROSS,9.81,9.75,10.56,9.50,72.09k,114.72k,45.20%
4218,ROCLU,10.02,10.02,10.16,9.67,28.12k,406.32k,N/A
4219,ROVR,11.36,10.97,15.59,8.60,675.78k,571.31k,N/A
4220,RPRX,39.50,40.28,53.23,34.86,1.49M,2.05M,62.01%
4221,RBCN,9.70,9.86,11.92,8.60,6.21k,3.6k,40.80%
4222,RUBY,13.26,20.51,38.71,6.75,614.08k,390.03k,98.09%
4223,RMBL,40.43,38.70,64.13,28.50,128.52k,107.5k,37.19%
4224,RUSHA,53.68,48.25,57.66,39.21,148.45k,196.77k,98.58%
4225,SCLP,,,,,,,
4226,RXII,,,,,,,
4227,RYAN,38.50,35.04,41.14,25.57,449.76k,403.09k,34.88%
4228,STBA,31.24,31.31,35.80,24.20,197.51k,113.5k,62.47%
4229,SONE,,,,,,,
4230,RBNF,,,,,,,
4231,SHAC,9.76,9.72,9.87,9.40,18.36k,22.81k,67.29%
4232,WORX,1.5250,1.9320,5.0000,1.1600,258.43k,525.42k,1.99%
4233,SLS,7.29,8.89,15.08,5.20,176.38k,156.08k,16.06%
4234,SGOC,5.97,4.58,29.00,0.96,189.04k,990.87k,0.25%
4235,SINA,,,,,,,
4236,SLM,18.50,18.84,21.40,12.03,2.16M,2.01M,99.65%
4237,SUNS,15.02,15.42,16.41,13.41,68.9k,46.47k,14.68%
4238,SORL,,,,,,,
4239,SPK,9.92,9.91,10.31,9.80,610,24.15k,0.00%
4240,SRAX,5.1730,4.9317,7.2900,2.7900,75.8k,182.31k,19.49%
4241,SJOE,,,,,,,
4242,STAA,104.84,125.06,163.08,77.74,312.23k,297.81k,93.49%
4243,SIVB,713.37,607.50,763.22,376.40,286.91k,322.99k,93.15%
4244,SVFB,9.94,9.97,11.20,9.68,19.8k,67.71k,67.24%
4245,TAHT,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4246,SBRAV,,,,,,,
4247,SFLK,,,,,,,
4248,SAGAU,9.99,9.99,10.20,9.97,835.86k,835.86k,N/A
4249,SAJA,,,,,,,
4250,SLRY,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4251,SAL,52.41,49.08,57.00,35.40,540,1.78k,23.39%
4252,SANB,9.92,9.92,10.10,9.87,8.51k,66.04k,N/A
4253,SAFM,188.58,180.56,200.00,125.55,183.69k,174.38k,82.01%
4254,SGMO,8.68,10.09,17.53,7.05,1.28M,1.33M,53.86%
4255,SANM,39.28,39.69,43.63,30.59,496.06k,327.96k,98.02%
4256,STRC,7.80,7.59,10.05,5.95,659.44k,335.77k,N/A
4257,SATC,,,,,,,
4258,SVRA,1.1600,1.4665,3.5800,1.0300,359.88k,380.71k,68.98%
4259,SBEI,,,,,,,
4260,SCOB,9.75,9.75,10.69,9.60,12.79k,100.55k,0.55%
4261,SMIT,5.27,5.37,8.38,3.61,11.92k,44.06k,34.15%
4262,SRRK,27.44,32.26,70.00,21.84,251.21k,199.38k,100.90%
4263,SDGR,44.00,61.42,117.00,32.70,742.23k,749.74k,61.58%
4264,SCPL,17.32,17.52,22.29,12.25,1.5M,640.76k,81.27%
4265,SNCE,11.23,10.39,15.10,8.42,410.39k,203.08k,36.51%
4266,SJ,5.48,6.21,18.50,3.22,38.44k,134.96k,0.91%
4267,SQST,,,,,,,
4268,SCPS,2.7853,5.3061,19.9500,1.5800,126k,87.8k,3.77%
4269,SCYX,6.38,6.92,10.25,4.90,343.12k,353.92k,53.00%
4270,SPNE,14.14,17.39,22.97,11.86,150.94k,131.15k,76.97%
4271,SBCF,35.80,34.74,40.93,28.52,382.45k,267.48k,91.64%
4272,STX,100.87,90.49,116.93,58.04,1.76M,2.38M,83.77%
4273,SCMAU,10.06,10.06,10.56,9.99,10.45k,241.36k,28.39%
4274,SGIIU,10.05,10.05,10.25,9.93,1.45k,31.54k,7.48%
4275,SCUR,,,,,,,
4276,SNFCA,8.89,8.55,10.18,7.34,40.87k,27.09k,42.92%
4277,SEEC,,,,,,,
4278,SEER,27.85,34.89,86.55,19.92,621.74k,420.71k,82.97%
4279,SIC,14.44,11.62,14.84,6.05,121.89k,418.7k,56.66%
4280,SMFR,6.5692,10.3127,27.1800,4.2600,1.93M,1.38M,N/A
4281,SMLR,107.01,111.89,153.21,80.10,89.94k,69.01k,36.54%
4282,SMTC,87.07,72.97,94.92,57.97,323.66k,320.82k,98.98%
4283,SENEB,48.90,49.81,61.96,37.80,1.47k,384,7.17%
4284,SNES,1.2962,1.5360,3.1400,0.9380,143.75k,222.97k,9.14%
4285,SNHVV,,,,,,,
4286,SNSE,7.31,9.86,26.50,4.70,190.8k,91.19k,19.16%
4287,SRTS,5.86,4.27,8.55,3.08,418.07k,191.01k,7.86%
4288,SNTG,1.8053,5.1259,52.0000,0.9070,609.56k,544.23k,0.12%
4289,SQL,2.9297,3.3475,5.8000,1.7220,223.49k,395.84k,N/A
4290,SERA,9.87,10.23,15.50,6.58,43.74k,29.96k,7.28%
4291,MCRB,8.30,13.27,29.90,5.41,2.75M,1.94M,90.57%
4292,SVC,9.90,11.38,15.39,7.95,1.44M,1.28M,80.42%
4293,SFBS,82.74,72.48,88.94,39.46,276.69k,146.64k,62.55%
4294,SEVN,10.52,11.32,13.64,9.92,121.2k,56.88k,14.13%
4295,SVBI,12.67,11.71,13.63,6.74,7.87k,6.52k,33.75%
4296,SNDA,30.10,36.93,58.94,11.48,19.33k,18.3k,69.63%
4297,SBET,3.1402,5.2119,17.8800,2.1100,673.26k,1.14M,0.81%
4298,STTK,12.31,21.99,59.57,7.88,249.89k,358.53k,64.05%
4299,SHEN,27.22,39.07,61.53,24.44,356.12k,214.04k,56.55%
4300,SFT,5.1846,7.2411,10.9000,3.0400,3.76M,2.99M,57.46%
4301,TYHT,,,,,,,
4302,SWAV,197.00,182.35,249.73,91.46,311.03k,296.39k,96.03%
4303,SHBK,,,,,,,
4304,SSTI,34.83,38.38,53.97,28.93,41.42k,38.18k,64.29%
4305,SHYF,47.42,41.08,54.50,26.90,191.46k,205.7k,82.02%
4306,SITM,273.83,176.65,341.77,75.81,261.91k,366.84k,65.85%
4307,SIDU,10.13,10.13,29.70,7.93,938k,1.32M,N/A
4308,SIEB,2.8040,3.7067,18.5000,2.0600,98.01k,88.27k,3.19%
4309,SIEN,4.6603,6.3135,9.1400,3.3600,577.22k,499.35k,87.44%
4310,SIER,9.79,9.79,9.96,9.65,39.93k,95.32k,N/A
4311,SIRT,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4312,SWIR,17.05,16.49,22.22,13.10,147.83k,175.98k,60.04%
4313,SGHT,21.73,27.07,42.57,17.00,349.28k,251.42k,40.85%
4314,SGLB,2.4725,3.3101,9.7500,1.7000,132.2k,135.05k,12.62%
4315,SBNY,315.53,266.12,342.03,132.05,1.81M,920.47k,94.96%
4316,SLGN,41.64,41.51,44.55,35.61,332.83k,343.09k,70.56%
4317,SGIC,1.3100,1.4835,1.6600,1.2800,N/A,330,0.00%
4318,SLAB,194.86,156.97,210.98,120.15,360.93k,367.46k,98.29%
4319,SLCRU,10.19,10.07,10.49,9.70,630,4.43k,23.94%
4320,SPKB,9.76,9.77,10.05,9.61,1.69k,5.96k,73.43%
4321,SBEA,10.12,9.85,15.75,9.61,336.1k,2.42M,51.74%
4322,SSNT,5.1626,7.0554,14.8700,2.8800,35.34k,658.16k,15.24%
4323,SAMG,16.31,15.62,17.66,12.75,26.65k,20.44k,73.85%
4324,KFFG,,,,,,,
4325,SLP,49.32,50.64,90.92,36.90,149.22k,159.5k,74.04%
4326,OMIC,13.00,16.76,33.37,9.84,434.91k,259.28k,39.52%
4327,SNEN,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4328,SVA,6.47,6.47,6.47,6.47,N/A,N/A,32.03%
4329,SIOX,1.6738,2.1677,3.6000,1.2700,460.54k,1.17M,27.08%
4330,SG,33.92,33.92,56.20,24.33,897.47k,1.64M,N/A
4331,SZMK,,,,,,,
4332,SKIL,11.37,10.40,12.88,8.56,387.62k,335.39k,37.76%
4333,SKYT,21.44,24.39,36.80,13.81,360.96k,360.68k,4.93%
4334,SKYAU,9.95,9.95,10.29,9.80,930,9.97k,9.00%
4335,SKYE,0.0646,0.1147,0.2590,0.0390,1.81M,2.06M,2.93%
4336,SLAM,9.75,9.74,9.99,9.35,34.05k,152.11k,64.94%
4337,SMSH,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4338,SMT,,,,,,,
4339,FUELD,,,,,,,
4340,SMID,30.59,20.16,47.99,8.84,59.61k,43.94k,32.65%
4341,SWBI,20.57,21.68,39.61,14.50,867.3k,1.06M,64.59%
4342,SNPO,19.81,18.78,24.50,13.14,123.65k,141.34k,N/A
4343,LNCE,,,,,,,
4344,DNAB,9.91,9.87,10.35,9.70,4.8k,78.73k,90.03%
4345,DNAD,9.89,9.86,10.19,9.70,48.12k,80.93k,N/A
4346,SODA,,,,,,,
4347,SLGL,8.11,10.24,16.69,6.12,58.33k,23k,14.16%
4348,SCTY,4.7596,6.9634,13.9900,2.0000,2.51k,1.02k,44.57%
4349,SLNO,0.6676,0.9428,3.3600,0.4460,328.96k,237.87k,37.09%
4350,SLDB,1.9771,3.2194,11.5800,1.5900,787.03k,1.48M,74.92%
4351,SNGX,0.8696,1.0753,2.4800,0.6800,393.91k,447.77k,11.24%
4352,SLGC,12.10,11.80,14.72,9.83,1.77M,1.08M,43.38%
4353,SOMH,,,,,,,
4354,SOFOD,,,,,,,
4355,SONM,1.5895,4.2242,17.0000,0.8700,1.11M,2.68M,6.28%
4356,SEV,15.24,15.24,47.49,9.10,1.02M,4.85M,N/A
4357,SNOA,5.2842,6.4868,13.3600,4.2000,47.31k,646.63k,10.22%
4358,SOPH,14.30,15.99,19.80,11.71,64.96k,62.09k,28.41%
4359,SHC,23.45,24.28,30.38,20.48,517.66k,700.25k,89.02%
4360,SSR,N/A,N/A,0.12,0.12,N/A,N/A,N/A
4361,SFBC,42.69,43.27,48.39,31.13,7.54k,3.24k,44.33%
4362,FIRE,,,,,,,
4363,SPFI,26.33,24.01,28.13,18.51,54.7k,26.71k,23.77%
4364,SFST,59.97,53.33,65.59,34.50,29.91k,21.03k,80.58%
4365,SSBK,19.69,19.54,21.01,18.90,9.36k,7.81k,45.33%
4366,SOVO,15.22,14.78,17.41,12.64,1.28M,528.55k,62.98%
4367,SPSN,,,,,,,
4368,TMTS,10.18,10.04,11.03,9.76,78.93k,146.4k,98.51%
4369,SPTN,24.46,21.30,26.36,16.75,289.58k,245.01k,84.20%
4370,SUAI,,,,,,,
4371,SPPI,1.7408,2.6955,4.5400,1.2700,6.83M,4.08M,67.14%
4372,SPRO,15.47,15.26,22.24,11.75,112.27k,95.17k,56.77%
4373,SPEL,,,,,,,
4374,SPLK,136.40,137.56,178.18,105.45,2.11M,2.14M,87.08%
4375,SRAD,19.67,21.24,28.22,13.98,352.5k,484.51k,0.00%
4376,AKIC,9.76,9.74,10.88,9.55,3.49k,8.48k,60.81%
4377,SMAPU,10.22,10.21,11.16,10.03,13.32k,166.84k,N/A
4378,SPRD,,,,,,,
4379,SV,9.97,9.86,12.27,8.56,249.95k,333.25k,88.82%
4380,SWSS,9.82,9.81,10.10,9.71,10.45k,40.66k,N/A
4381,SPT,111.90,95.26,145.42,45.00,471.4k,435.63k,93.14%
4382,SPRB,3.6601,9.2414,28.4900,2.2500,21.21M,3.57M,102.51%
4383,SSPX,,,,,,,
4384,STGS,,,,,,,
4385,STMP,,,,,,,
4386,SPLS,,,,,,,
4387,STRR,2.5958,2.8472,5.4000,2.2500,95.73k,156.8k,9.63%
4388,LIMS,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4389,STFC,51.47,38.23,51.90,16.16,58.62k,72.96k,93.24%
4390,SNBI,,,,,,,
4391,STAB,3.0398,4.1227,10.9700,1.9900,211.56k,263.11k,2.88%
4392,GASSV,,,,,,,
4393,STLD,63.13,61.05,74.37,33.77,1.61M,1.82M,84.95%
4394,SBOT,,,,,,,
4395,STEP,44.79,40.19,55.19,28.52,331.3k,481.68k,103.62%
4396,SBT,5.38,5.10,5.95,4.33,35.2k,50.81k,22.96%
4397,STBK,N/A,N/A,13.75,13.75,N/A,N/A,N/A
4398,STRL,26.40,23.35,29.67,17.44,120.46k,169.02k,87.46%
4399,SHOO,47.14,42.58,51.56,32.31,609.17k,624.11k,95.80%
4400,SYBT,63.21,55.02,67.40,40.10,67.06k,57.21k,49.25%
4401,APAC,9.89,9.88,10.00,9.70,9.21k,26.3k,63.15%
4402,SNEX,65.96,65.62,72.34,52.31,145.64k,71.11k,78.42%
4403,STRN,5.03,5.03,6.99,2.73,1.73M,3.66M,0.00%
4404,STRD,,,,,,,
4405,STLW,,,,,,,
4406,STRS,34.94,30.77,37.59,23.20,13.59k,13.4k,48.23%
4407,SDIG,21.08,21.08,35.79,10.43,982.76k,832.45k,N/A
4408,STB,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4409,SSSS,13.30,13.50,16.40,11.29,554.69k,424.33k,28.58%
4410,SUMX,,,,,,,
4411,SMMF,26.73,24.83,28.00,20.00,15.93k,16.89k,35.40%
4412,SSBI,16.15,15.25,20.00,11.83,4.41k,8.49k,14.99%
4413,SUMO,15.38,18.28,46.37,12.90,1.41M,1.03M,68.53%
4414,SNBC,,,,,,,
4415,SNCY,28.84,33.98,44.13,23.97,466.38k,602.07k,100.99%
4416,SUNHD,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4417,SIHLF,,,,,,,
4418,SPWRV,,,,,,,
4419,SNDL,0.6555,0.8058,3.9600,0.4700,81.22M,113.17M,8.81%
4420,SPWAV,,,,,,,
4421,RUN,47.28,48.07,100.93,30.27,5.85M,5.35M,98.76%
4422,SLGG,3.1129,4.3867,11.2000,2.2500,707.99k,812.41k,21.96%
4423,SUPVA,,,,,,,
4424,SUPG,,,,,,,
4425,SPSX,,,,,,,
4426,CNZST,,,,,,,
4427,DZZST,,,,,,,
4428,ALZST,,,,,,,
4429,SUPN,30.81,29.11,34.50,23.15,460.54k,432.95k,105.15%
4430,SURW,,,,,,,
4431,SRGA,0.8580,1.3245,3.2700,0.6900,2.24M,2.1M,50.14%
4432,SGRY,47.61,50.13,69.58,26.42,321.43k,378.18k,85.99%
4433,SRGV,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4434,SDAC,9.76,9.74,10.05,9.60,8.37k,59.58k,65.67%
4435,STRO,17.71,19.06,28.30,14.03,391.38k,251.85k,90.14%
4436,IVCPU,9.92,9.92,10.00,9.85,103.44k,705.11k,N/A
4437,SYKE,,,,,,,
4438,SMBI,,,,,,,
4439,SYMM,,,,,,,
4440,SYNC,,,,,,,
4441,SYNL,13.48,11.04,15.90,7.47,29.41k,38.37k,37.17%
4442,SNPX,9.70,8.96,14.50,4.40,64.99k,229.52k,12.24%
4443,SNCRL,24.01,24.58,25.45,23.00,58.89k,19.8k,N/A
4444,SNDX,18.46,18.07,25.68,13.02,797.69k,593.88k,102.21%
4445,SGYPW,,,,,,,
4446,MIRN,,,,,,,
4447,SNPS,346.77,294.96,377.60,217.69,776.47k,691.56k,90.06%
4448,BRLCD,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4449,THOR,,,,,,,
4450,SYUT,,,,,,,
4451,SYRS,3.9528,5.1191,15.4900,3.2300,337.83k,347.46k,85.08%
4452,SANW,3.1920,3.3129,4.6000,2.1100,150.44k,151.16k,72.27%
4453,SABS,9.23,9.77,12.90,7.30,419.6k,688.01k,N/A
4454,SBFG,18.91,18.52,20.09,16.02,10.05k,4.89k,44.58%
4455,SBAC,355.65,329.30,389.19,232.88,548.56k,525.43k,97.71%
4456,SEIC,62.44,61.71,65.22,52.12,1.08M,545.36k,70.59%
4457,SGBX,2.5880,3.6121,8.7000,1.8800,212.88k,677.24k,11.25%
4458,SIBN,21.38,26.66,37.21,18.48,290.2k,360.57k,105.89%
4459,SITO,,,,,,,
4460,SLRC,19.08,18.95,20.05,17.12,196.21k,126.84k,53.58%
4461,SGH,58.91,50.53,72.42,35.72,487.16k,514.08k,112.97%
4462,TLMD,2.0161,4.2172,9.4800,1.2200,695.71k,587.09k,65.21%
4463,SP,29.82,31.33,36.71,25.29,74.04k,70.58k,92.61%
4464,SPSC,146.90,122.74,174.42,91.05,161.85k,175.85k,100.81%
4465,SSNC,78.40,74.40,83.28,62.51,920.71k,1.21M,83.43%
4466,SSRM,17.56,16.48,21.80,13.68,1.42M,1.37M,62.83%
4467,STFR,17.03,12.48,17.62,9.85,N/A,381,0.00%
4468,SVFA,10.04,9.96,14.23,9.67,356.7k,621.56k,50.10%
4469,SVFC,9.98,9.96,10.70,9.65,402.49k,260.13k,60.54%
4470,SWKH,19.00,17.75,20.49,12.75,12.98k,15.27k,90.38%
4471,SBRA,13.97,16.36,19.02,12.31,2.62M,2.51M,90.54%
4472,SABR,9.03,11.83,16.88,7.05,7.2M,7.74M,114.05%
4473,SAFT,80.13,81.00,87.98,72.75,90.98k,66.63k,79.94%
